"drugbankid","smiles","id"
"DB00754","CCN1C(=O)NC(C1=O)C1=CC=CC=C1",679
"DB00761","[Cl-].[K+]",644
"DB00762","CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2",383
"DB00764","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",476
"DB00767","CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O",149
"DB00769","[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",469
"DB00770","CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O",527
"DB00771","C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1",155
"DB00772","CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC",384
"DB00773","[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O",557
"DB00774","NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F",350
"DB00776","NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12",686
"DB00777","CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1",79
"DB00780","NNCCC1=CC=CC=C1",323
"DB00782","CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C",186
"DB00784","CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1",577
"DB00788","COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O",584
"DB00790","[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O",391
"DB00795","OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1",603
"DB00796","CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1",545
"DB00797","C(C1=NCCN1)C1=CC=CC=C1",240
"DB00800","OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12",217
"DB00804","CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1",161
"DB00805","CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1",74
"DB00806","CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C",102
"DB00807","CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC",700
"DB00809","CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1",195
"DB00810","OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1",126
"DB00812","CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1",593
"DB00814","CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O",578
"DB00816","CC(C)NCC(O)C1=CC(O)=CC(O)=C1",287
"DB00818","CC(C)C1=CC=CC(C(C)C)=C1O",671
"DB00820","[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1",511
"DB00821","CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1",546
"DB00824","CCCN1C2=C(NC=N2)C(=O)NC1=O",97
"DB00829","CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1",550
"DB00830","CC1NCCOC1C1=CC=CC=C1",659
"DB00831","CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1",241
"DB00834","[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]",475
"DB00835","CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1",150
"DB00838","[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C",451
"DB00841","CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1",269
"DB00843","COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1",66
"DB00846","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO",465
"DB00850","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1",414
"DB00852","CN[C@@H](C)[C@@H](O)C1=CC=CC=C1",235
"DB00856","OCC(O)COC1=CC=C(Cl)C=C1",371
"DB00857","CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12",606
"DB00860","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",479
"DB00861","OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1",552
"DB00862","CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1",402
"DB00865","C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1",206
"DB00866","CC(C)NCC(O)COC1=CC=CC=C1CC=C",2
"DB00867","C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1",289
"DB00868","CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC",676
"DB00870","CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1",604
"DB00871","CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1",291
"DB00873","[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",471
"DB00875","[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F",68
"DB00880","NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1",352
"DB00884","OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O",633
"DB00887","CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O",622
"DB00892","CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC",388
"DB00896","[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",480
"DB00898","CCO",130
"DB00903","CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1",642
"DB00904","CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2",38
"DB00907","[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C",156
"DB00908","[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1",689
"DB00909","NS(=O)(=O)CC1=NOC2=CC=CC=C12",331
"DB00915","NC12CC3CC(CC(C3)C1)C2",417
"DB00917","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O",528
"DB00918","CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2",313
"DB00920","CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12",522
"DB00922","C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1",518
"DB00924","CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12",64
"DB00925","CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1",230
"DB00929","CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC",529
"DB00933","CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O",72
"DB00934","CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21",71
"DB00935","CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C",228
"DB00936","OC(=O)C1=CC=CC=C1O",600
"DB00937","CCN(CC)C(C)C(=O)C1=CC=CC=C1",650
"DB00938","OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1",290
"DB00939","CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1",576
"DB00940","CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12",174
"DB00941","C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2",382
"DB00942","OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1",159
"DB00945","CC(=O)OC1=CC=CC=C1C(O)=O",435
"DB00949","NC(=O)OCC(COC(N)=O)C1=CC=CC=C1",488
"DB00952","CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1",34
"DB00953","CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2",326
"DB00959","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C",474
"DB00960","CC(C)NCC(O)COC1=CC=CC2=C1C=CN2",42
"DB00961","CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C",699
"DB00963","NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1",544
"DB00968","C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O",259
"DB00975","OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1",507
"DB00979","CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1",158
"DB00983","COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1",284
"DB00986","[H][C@@]1(CC[N+](C)(C)C1)OC(=O)[C@@](O)(C1CCCC1)C1=CC=CC=C1",169
"DB00988","NCCC1=CC(O)=C(O)C=C1",19
"DB00989","CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C",123
"DB00991","OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1",590
"DB00996","NCC1(CC(O)=O)CCCCC1",98
"DB00999","NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1",349
"DB01001","CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1",280
"DB01002","CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C",698
"DB01009","CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1",571
"DB01010","CC[N+](C)(C)C1=CC(O)=CC=C1",116
"DB01013","[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",450
"DB01014","OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O",542
"DB01015","CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1",602
"DB01017","[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2",708
"DB01018","NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl",256
"DB01019","CC(C[N+](C)(C)C)OC(N)=O",198
"DB01021","NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl",359
"DB01023","CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC",337
"DB01029","CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1",570
"DB01031","NC(=O)OC1(CCCCC1)C#C",355
"DB01035","CCN(CC)CCNC(=O)C1=CC=C(N)C=C1",393
"DB01036","CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C",192
"DB01037","C[C@H](CC1=CC=CC=C1)N(C)CC#C",327
"DB01038","CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1",409
"DB01041","O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12",607
"DB01043","CC12CC3CC(C)(C1)CC(N)(C3)C2",428
"DB01047","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O",462
"DB01050","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O",565
"DB01054","CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC",345
"DB01056","CC(N)C(=O)NC1=C(C)C=CC=C1C",693
"DB01062","CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1",180
"DB01063","CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1",408
"DB01064","CC(C)NCC(O)C1=CC(O)=C(O)C=C1",273
"DB01069","CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C",78
"DB01075","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1",200
"DB01086","CCOC(=O)C1=CC=C(N)C=C1",695
"DB01088","[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O",521
"DB01100","FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1",430
"DB01102","O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1",264
"DB01104","CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12",328
"DB01105","CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1",662
"DB01110","ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1",483
"DB01113","COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1",508
"DB01114","CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1",646
"DB01115","COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC",341
"DB01116","O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1",400
"DB01118","CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1",263
"DB01119","CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2",354
"DB01120","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1",707
"DB01121","NC(=O)NC(=O)CC1=CC=CC=C1",667
"DB01122","CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl",112
"DB01130","[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",478
"DB01132","CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1",594
"DB01135","[Cl-].[Cl-].COC1=CC(C[C@@H]2C3=C(OC)C(OC)=C(OC)C=C3CC[N@@+]2(C)CCCOC(=O)CCC(=O)OCCC[N@@+]2(C)CCC3=C([C@@H]2CC2=CC(OC)=C(OC)C(OC)=C2)C(OC)=C(OC)C(OC)=C3)=CC(OC)=C1OC",129
"DB01136","COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2",208
"DB01142","[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12",20
"DB01148","CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1",168
"DB01149","CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1",35
"DB01151","CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12",18
"DB01156","CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1",645
"DB01159","FC(F)(F)C(Cl)Br",491
"DB01160","OCC(N)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O",530
"DB01161","CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1",370
"DB01162","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1",238
"DB01166","O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2",515
"DB01170","NC(N)=NCCN1CCCCCCC1",654
"DB01171","ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1",319
"DB01173","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C",501
"DB01174","CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1",496
"DB01175","CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1",165
"DB01181","ClCCNP1(=O)OCCCN1CCCl",567
"DB01182","CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1",688
"DB01184","ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2",425
"DB01185","[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C",464
"DB01186","[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC",41
"DB01191","CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F",89
"DB01193","CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1",262
"DB01195","FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1",673
"DB01198","CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1",619
"DB01199","[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3",124
"DB01200","[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C",11
"DB01203","CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2",275
"DB01221","CNC1(CCCCC1=O)C1=CC=CC=C1Cl",27
"DB01222","[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",448
"DB01223","NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O",93
"DB01224","OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12",46
"DB01226","COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC",134
"DB01228","COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C",678
"DB01231","OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1",162
"DB01233","CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC",177
"DB01234","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",455
"DB01235","N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O",412
"DB01238","ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl",7
"DB01239","[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2",61
"DB01242","CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2",63
"DB01244","CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1",512
"DB01245","C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C",114
"DB01247","CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1",317
"DB01253","[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO",216
"DB01255","C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN",248
"DB01260","[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO",453
"DB01267","CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1",39
"DB01274","COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1",282
"DB01283","CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1",574
"DB01288","CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1",271
"DB01291","CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1",278
"DB01295","COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1",207
"DB01297","CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1",279
"DB01303","C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O",101
"DB01320","OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1",680
"DB01325","CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O",358
"DB01336","[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3",132
"DB01337","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1",136
"DB01338","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1",137
"DB01339","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1",141
"DB01346","CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C",690
"DB01355","CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1",562
"DB01359","CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1",40
"DB01364","CN[C@@H](C)[C@H](O)C1=CC=CC=C1",117
"DB01365","CNC(C)(C)CC1=CC=CC=C1",221
"DB01366","CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1",288
"DB01380","[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C",452
"DB01384","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@]([H])(F)C2=CC(=O)C=C[C@]12C",477
"DB01392","[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2",56
"DB01395","[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21",377
"DB01397","[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O",575
"DB01399","OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O",601
"DB01400","CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C",120
"DB01401","[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O",612
"DB01403","COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1",73
"DB01407","CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1",268
"DB01408","CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C",283
"DB01409","[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1",191
"DB01410","[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C",449
"DB01412","CN1C=NC2=C1C(=O)NC(=O)N2C",104
"DB01419","FC(F)(F)C1=CC(=CC=C1)N1CCN(CCOC(=O)C2=CC=CC=C2NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)CC1",540
"DB01425","COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C",416
"DB01426","CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O",674
"DB01427","NC1=CC(=CNC1=O)C1=CC=NC=C1",513
"DB01429","CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1",675
